tema,indicador,anio,sexo,disc,entidad,rango_edad,tipo_discapacidad,num,den,casos,ee,fuente,universo,encuesta
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Baja California Sur,45-59,Oír,290.0,554.0,7.0,0.0200440152886228,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Baja California Sur,45-59,Recordar o concentrarse,53.0,365.0,5.0,0.1424423843267011,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Baja California Sur,45-59,Ver,206.0,1610.0,14.0,0.0069099732488291,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Baja California Sur,60+,Bañarse o vestirse,177.0,2075.0,24.0,0.0633993782806689,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Baja California Sur,60+,Brazos o manos,0.0,1742.0,23.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Baja California Sur,60+,Caminar,327.0,5666.0,81.0,0.0307260934911769,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Baja California Sur,60+,Hablar o comunicarse,0.0,638.0,8.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Baja California Sur,60+,Mental,0.0,1330.0,17.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Baja California Sur,60+,Oír,145.0,2895.0,32.0,0.0152593439797601,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Baja California Sur,60+,Recordar o concentrarse,145.0,1555.0,21.0,0.0273849813625765,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Baja California Sur,60+,Ver,100.0,3350.0,44.0,0.0213401934315546,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Campeche,18-29,Bañarse o vestirse,0.0,119.0,1.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Campeche,18-29,Caminar,120.0,367.0,3.0,0.3251935941316663,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Campeche,18-29,Hablar o comunicarse,0.0,476.0,4.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Campeche,18-29,Mental,120.0,754.0,6.0,0.0063322756087779,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Campeche,18-29,Oír,0.0,428.0,4.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Campeche,18-29,Recordar o concentrarse,120.0,439.0,3.0,0.0068492795284374,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Campeche,18-29,Ver,0.0,327.0,3.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Campeche,30-44,Bañarse o vestirse,0.0,770.0,6.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Campeche,30-44,Brazos o manos,0.0,709.0,6.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Campeche,30-44,Caminar,0.0,1241.0,10.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Campeche,30-44,Hablar o comunicarse,0.0,1017.0,9.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Campeche,30-44,Mental,0.0,633.0,5.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Campeche,30-44,Oír,0.0,375.0,3.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Campeche,30-44,Recordar o concentrarse,0.0,522.0,4.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Campeche,30-44,Ver,0.0,1109.0,9.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Campeche,45-59,Bañarse o vestirse,0.0,948.0,7.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Campeche,45-59,Brazos o manos,0.0,1659.0,13.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Campeche,45-59,Caminar,248.0,3901.0,30.0,0.0337381123503406,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Campeche,45-59,Hablar o comunicarse,0.0,399.0,3.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Campeche,45-59,Mental,0.0,524.0,4.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Campeche,45-59,Oír,0.0,916.0,7.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Campeche,45-59,Recordar o concentrarse,0.0,335.0,2.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Campeche,45-59,Ver,181.0,2639.0,19.0,0.0679170977467783,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Campeche,60+,Bañarse o vestirse,535.0,2171.0,16.0,0.077016927546637,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Campeche,60+,Brazos o manos,256.0,2836.0,22.0,0.0416910335737311,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Campeche,60+,Caminar,1474.0,8649.0,68.0,0.0475682232813791,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Campeche,60+,Hablar o comunicarse,256.0,2037.0,16.0,0.0092140228624914,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Campeche,60+,Mental,256.0,1063.0,9.0,0.0141356452695267,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Campeche,60+,Oír,513.0,3459.0,28.0,0.054108637634852,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Campeche,60+,Recordar o concentrarse,256.0,2161.0,18.0,0.0493270468377776,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Campeche,60+,Ver,897.0,5582.0,46.0,0.0502872263852844,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Chiapas,18-29,Bañarse o vestirse,0.0,4067.0,6.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Chiapas,18-29,Brazos o manos,0.0,3334.0,5.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Chiapas,18-29,Caminar,0.0,5228.0,7.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
