tema,indicador,anio,sexo,disc,entidad,rango_edad,decil,num,den,casos,fuente,universo,encuesta
hogar,Es jefa o jefe del hogar,2020,Hombres,Con discapacidad,Aguascalientes,18-29,1,80.0,339.0,2.0,ENIGH (INEGI),Personas de 18 años o más,enigh
hogar,Es jefa o jefe del hogar,2020,Hombres,Con discapacidad,Aguascalientes,18-29,10,0.0,423.0,3.0,ENIGH (INEGI),Personas de 18 años o más,enigh
hogar,Es jefa o jefe del hogar,2020,Hombres,Con discapacidad,Aguascalientes,18-29,2,171.0,337.0,3.0,ENIGH (INEGI),Personas de 18 años o más,enigh
hogar,Es jefa o jefe del hogar,2020,Hombres,Con discapacidad,Aguascalientes,18-29,3,68.0,663.0,5.0,ENIGH (INEGI),Personas de 18 años o más,enigh
hogar,Es jefa o jefe del hogar,2020,Hombres,Con discapacidad,Aguascalientes,18-29,4,0.0,139.0,2.0,ENIGH (INEGI),Personas de 18 años o más,enigh
hogar,Es jefa o jefe del hogar,2020,Hombres,Con discapacidad,Aguascalientes,18-29,5,0.0,424.0,3.0,ENIGH (INEGI),Personas de 18 años o más,enigh
hogar,Es jefa o jefe del hogar,2020,Hombres,Con discapacidad,Aguascalientes,18-29,6,0.0,694.0,6.0,ENIGH (INEGI),Personas de 18 años o más,enigh
hogar,Es jefa o jefe del hogar,2020,Hombres,Con discapacidad,Aguascalientes,18-29,7,0.0,429.0,2.0,ENIGH (INEGI),Personas de 18 años o más,enigh
hogar,Es jefa o jefe del hogar,2020,Hombres,Con discapacidad,Aguascalientes,18-29,8,0.0,479.0,3.0,ENIGH (INEGI),Personas de 18 años o más,enigh
hogar,Es jefa o jefe del hogar,2020,Hombres,Con discapacidad,Aguascalientes,18-29,9,387.0,823.0,4.0,ENIGH (INEGI),Personas de 18 años o más,enigh
hogar,Es jefa o jefe del hogar,2020,Hombres,Con discapacidad,Aguascalientes,30-44,1,193.0,389.0,2.0,ENIGH (INEGI),Personas de 18 años o más,enigh
hogar,Es jefa o jefe del hogar,2020,Hombres,Con discapacidad,Aguascalientes,30-44,10,194.0,450.0,3.0,ENIGH (INEGI),Personas de 18 años o más,enigh
hogar,Es jefa o jefe del hogar,2020,Hombres,Con discapacidad,Aguascalientes,30-44,2,218.0,747.0,9.0,ENIGH (INEGI),Personas de 18 años o más,enigh
hogar,Es jefa o jefe del hogar,2020,Hombres,Con discapacidad,Aguascalientes,30-44,3,266.0,890.0,6.0,ENIGH (INEGI),Personas de 18 años o más,enigh
hogar,Es jefa o jefe del hogar,2020,Hombres,Con discapacidad,Aguascalientes,30-44,4,844.0,893.0,7.0,ENIGH (INEGI),Personas de 18 años o más,enigh
hogar,Es jefa o jefe del hogar,2020,Hombres,Con discapacidad,Aguascalientes,30-44,5,455.0,573.0,4.0,ENIGH (INEGI),Personas de 18 años o más,enigh
hogar,Es jefa o jefe del hogar,2020,Hombres,Con discapacidad,Aguascalientes,30-44,6,183.0,775.0,5.0,ENIGH (INEGI),Personas de 18 años o más,enigh
hogar,Es jefa o jefe del hogar,2020,Hombres,Con discapacidad,Aguascalientes,30-44,8,0.0,252.0,2.0,ENIGH (INEGI),Personas de 18 años o más,enigh
hogar,Es jefa o jefe del hogar,2020,Hombres,Con discapacidad,Aguascalientes,30-44,9,465.0,637.0,4.0,ENIGH (INEGI),Personas de 18 años o más,enigh
hogar,Es jefa o jefe del hogar,2020,Hombres,Con discapacidad,Aguascalientes,45-59,10,1461.0,1646.0,9.0,ENIGH (INEGI),Personas de 18 años o más,enigh
hogar,Es jefa o jefe del hogar,2020,Hombres,Con discapacidad,Aguascalientes,45-59,2,778.0,964.0,7.0,ENIGH (INEGI),Personas de 18 años o más,enigh
hogar,Es jefa o jefe del hogar,2020,Hombres,Con discapacidad,Aguascalientes,45-59,3,959.0,1221.0,8.0,ENIGH (INEGI),Personas de 18 años o más,enigh
