tema,indicador,anio,sexo,disc,entidad,rango_edad,decil,num,den,casos,fuente,universo,encuesta
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California,60+,6,38.0,4475.0,22.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California,60+,7,623.0,4652.0,26.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California,60+,8,504.0,6809.0,26.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California,60+,9,0.0,7631.0,32.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California Sur,18-29,1,0.0,139.0,1.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California Sur,18-29,10,0.0,720.0,5.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California Sur,18-29,3,0.0,336.0,3.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California Sur,18-29,4,149.0,449.0,4.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California Sur,18-29,5,149.0,180.0,2.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California Sur,18-29,7,73.0,73.0,1.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California Sur,18-29,8,0.0,73.0,1.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California Sur,18-29,9,0.0,228.0,4.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California Sur,30-44,1,0.0,176.0,2.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California Sur,30-44,10,0.0,431.0,6.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California Sur,30-44,2,0.0,155.0,3.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California Sur,30-44,3,31.0,107.0,3.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California Sur,30-44,4,0.0,405.0,4.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California Sur,30-44,5,0.0,284.0,4.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California Sur,30-44,6,0.0,73.0,2.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California Sur,30-44,7,136.0,375.0,4.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California Sur,30-44,8,31.0,79.0,2.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California Sur,30-44,9,0.0,705.0,8.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California Sur,45-59,1,0.0,392.0,3.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California Sur,45-59,10,0.0,805.0,10.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California Sur,45-59,2,0.0,240.0,5.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California Sur,45-59,3,0.0,87.0,2.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California Sur,45-59,4,0.0,343.0,5.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California Sur,45-59,5,135.0,1174.0,10.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California Sur,45-59,6,0.0,499.0,4.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California Sur,45-59,7,0.0,175.0,2.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California Sur,45-59,8,0.0,544.0,8.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California Sur,45-59,9,0.0,1316.0,14.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California Sur,60+,1,0.0,28.0,1.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California Sur,60+,10,0.0,2721.0,29.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California Sur,60+,2,0.0,224.0,4.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California Sur,60+,3,0.0,630.0,7.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California Sur,60+,4,0.0,295.0,6.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California Sur,60+,5,0.0,808.0,11.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California Sur,60+,6,0.0,1113.0,11.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California Sur,60+,7,0.0,1928.0,19.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California Sur,60+,8,0.0,1707.0,19.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California Sur,60+,9,0.0,1532.0,21.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Campeche,18-29,1,109.0,109.0,1.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Campeche,18-29,10,115.0,687.0,5.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Campeche,18-29,2,142.0,312.0,2.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Campeche,18-29,3,222.0,222.0,2.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Campeche,18-29,4,224.0,338.0,3.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Campeche,18-29,5,0.0,213.0,2.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Campeche,18-29,6,0.0,107.0,1.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Campeche,18-29,7,0.0,129.0,1.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Campeche,18-29,8,0.0,242.0,2.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Campeche,18-29,9,0.0,296.0,2.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Campeche,30-44,1,0.0,556.0,4.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Campeche,30-44,10,0.0,262.0,2.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Campeche,30-44,2,0.0,552.0,5.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Campeche,30-44,3,127.0,250.0,2.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Campeche,30-44,4,0.0,116.0,1.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Campeche,30-44,5,0.0,345.0,3.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Campeche,30-44,6,145.0,517.0,4.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Campeche,30-44,7,0.0,405.0,3.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Campeche,30-44,8,0.0,222.0,2.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Campeche,30-44,9,0.0,535.0,4.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Campeche,45-59,1,0.0,1301.0,11.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Campeche,45-59,10,0.0,105.0,1.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Campeche,45-59,2,0.0,636.0,5.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Campeche,45-59,3,0.0,812.0,7.0,ENIGH (INEGI),Personas de 18 años o más,enigh
